@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
977,'2021/11/13 18:47:38:393',8,128,394,361,248,258,249,?
978,'2021/11/13 18:47:38:393',8,129,394,361,248,258,249,?
979,'2021/11/13 18:47:38:434',8,129,394,361,248,258,248,?
980,'2021/11/13 18:47:38:435',8,129,394,361,248,254,248,?
981,'2021/11/13 18:47:38:435',8,129,394,361,249,254,248,?
982,'2021/11/13 18:47:38:435',8,129,394,366,249,254,248,?
983,'2021/11/13 18:47:38:435',8,129,390,366,249,254,248,?
984,'2021/11/13 18:47:38:435',8,133,390,366,249,254,248,?
985,'2021/11/13 18:47:38:464',8,133,390,366,249,254,254,?
986,'2021/11/13 18:47:38:465',8,133,390,366,249,253,254,?
987,'2021/11/13 18:47:38:465',8,133,390,366,246,253,254,?
988,'2021/11/13 18:47:38:465',8,133,396,366,246,253,254,?
989,'2021/11/13 18:47:38:495',8,133,396,366,246,253,249,?
990,'2021/11/13 18:47:38:498',8,133,396,366,246,255,249,?
991,'2021/11/13 18:47:38:498',8,133,396,366,250,255,249,?
992,'2021/11/13 18:47:38:498',8,133,396,360,250,255,249,?
993,'2021/11/13 18:47:38:498',8,132,396,360,250,255,249,?
994,'2021/11/13 18:47:38:539',8,132,396,360,250,255,248,?
995,'2021/11/13 18:47:38:540',8,132,396,360,250,250,248,?
996,'2021/11/13 18:47:38:540',8,132,396,360,249,250,248,?
997,'2021/11/13 18:47:38:540',8,132,396,362,249,250,248,?
998,'2021/11/13 18:47:38:540',8,132,393,362,249,250,248,?
999,'2021/11/13 18:47:38:540',8,130,393,362,249,250,248,?
1000,'2021/11/13 18:47:38:569',8,130,393,362,249,250,252,?
1001,'2021/11/13 18:47:38:570',8,130,393,362,249,251,252,?
1002,'2021/11/13 18:47:38:570',8,130,393,365,249,251,252,?
1003,'2021/11/13 18:47:38:570',8,132,393,365,249,251,252,?
1004,'2021/11/13 18:47:38:600',8,132,393,365,249,251,251,?
1005,'2021/11/13 18:47:38:601',8,132,393,365,249,253,251,?
1006,'2021/11/13 18:47:38:602',8,132,393,364,249,253,251,?
1007,'2021/11/13 18:47:38:603',8,132,394,364,249,253,251,?
1008,'2021/11/13 18:47:38:603',8,134,394,364,249,253,251,?
1009,'2021/11/13 18:47:38:644',8,134,394,364,249,253,250,?
1010,'2021/11/13 18:47:38:644',8,134,394,364,249,252,250,?
1011,'2021/11/13 18:47:38:644',8,134,394,364,248,252,250,?
1012,'2021/11/13 18:47:38:644',8,134,394,358,248,252,250,?
1013,'2021/11/13 18:47:38:645',8,134,395,358,248,252,250,?
1014,'2021/11/13 18:47:38:645',8,127,395,358,248,252,250,?
1015,'2021/11/13 18:47:38:674',8,127,395,358,248,252,252,?
1016,'2021/11/13 18:47:38:674',8,127,395,362,248,252,252,?
1017,'2021/11/13 18:47:38:674',8,127,394,362,248,252,252,?
1018,'2021/11/13 18:47:38:674',8,131,394,362,248,252,252,?
1019,'2021/11/13 18:47:38:719',8,131,394,362,248,252,253,?
1020,'2021/11/13 18:47:38:721',8,131,394,362,248,249,253,?
1021,'2021/11/13 18:47:38:721',8,131,394,362,249,249,253,?
1022,'2021/11/13 18:47:38:722',8,131,394,368,249,249,253,?
1023,'2021/11/13 18:47:38:722',8,134,394,368,249,249,253,?
1024,'2021/11/13 18:47:38:749',8,134,394,368,249,249,251,?
1025,'2021/11/13 18:47:38:751',8,134,394,368,249,253,251,?
1026,'2021/11/13 18:47:38:751',8,134,394,368,247,253,251,?
1027,'2021/11/13 18:47:38:751',8,134,394,363,247,253,251,?
1028,'2021/11/13 18:47:38:751',8,129,394,363,247,253,251,?
1029,'2021/11/13 18:47:38:779',8,129,394,363,247,253,250,?
1030,'2021/11/13 18:47:38:779',8,129,394,363,247,252,250,?
1031,'2021/11/13 18:47:38:779',8,129,394,363,245,252,250,?
1032,'2021/11/13 18:47:38:779',8,129,394,362,245,252,250,?
1033,'2021/11/13 18:47:38:779',8,129,395,362,245,252,250,?
1034,'2021/11/13 18:47:38:779',8,130,395,362,245,252,250,?
1035,'2021/11/13 18:47:38:825',8,130,395,362,245,252,251,?
1036,'2021/11/13 18:47:38:825',8,130,395,362,245,248,251,?
1037,'2021/11/13 18:47:38:825',8,130,395,362,248,248,251,?
1038,'2021/11/13 18:47:38:825',8,130,395,361,248,248,251,?
1039,'2021/11/13 18:47:38:825',8,130,396,361,248,248,251,?
1040,'2021/11/13 18:47:38:825',8,133,396,361,248,248,251,?
1041,'2021/11/13 18:47:38:854',8,133,396,361,248,248,248,?
1042,'2021/11/13 18:47:38:855',8,133,396,364,248,248,248,?
1043,'2021/11/13 18:47:38:855',8,133,394,364,248,248,248,?
1044,'2021/11/13 18:47:38:855',8,127,394,364,248,248,248,?
1045,'2021/11/13 18:47:38:884',8,127,394,364,248,248,247,?
1046,'2021/11/13 18:47:38:885',8,127,394,364,248,251,247,?
1047,'2021/11/13 18:47:38:885',8,127,394,364,244,251,247,?
1048,'2021/11/13 18:47:38:885',8,127,394,365,244,251,247,?
1049,'2021/11/13 18:47:38:886',8,127,393,365,244,251,247,?
1050,'2021/11/13 18:47:38:886',8,132,393,365,244,251,247,?
1051,'2021/11/13 18:47:41:614',9,263,26,182,265,249,242,?
1052,'2021/11/13 18:47:41:614',9,263,26,182,270,249,242,?
1053,'2021/11/13 18:47:41:614',9,263,26,183,270,249,242,?
1054,'2021/11/13 18:47:41:614',9,263,30,183,270,249,242,?
1055,'2021/11/13 18:47:41:614',9,260,30,183,270,249,242,?
1056,'2021/11/13 18:47:41:659',9,260,30,183,270,248,242,?
1057,'2021/11/13 18:47:41:661',9,260,30,183,266,248,242,?
1058,'2021/11/13 18:47:41:661',9,260,30,188,266,248,242,?
1059,'2021/11/13 18:47:41:662',9,260,25,188,266,248,242,?
1060,'2021/11/13 18:47:41:662',9,263,25,188,266,248,242,?
1061,'2021/11/13 18:47:41:690',9,263,25,188,266,248,248,?
1062,'2021/11/13 18:47:41:692',9,263,25,188,266,253,248,?
1063,'2021/11/13 18:47:41:693',9,263,25,188,269,253,248,?
1064,'2021/11/13 18:47:41:693',9,263,27,188,269,253,248,?
1065,'2021/11/13 18:47:41:693',9,262,27,188,269,253,248,?
1066,'2021/11/13 18:47:41:734',9,262,27,188,269,253,247,?
1067,'2021/11/13 18:47:41:734',9,262,27,188,269,255,247,?
1068,'2021/11/13 18:47:41:734',9,262,27,188,264,255,247,?
1069,'2021/11/13 18:47:41:734',9,262,27,193,264,255,247,?
1070,'2021/11/13 18:47:41:735',9,262,25,193,264,255,247,?
1071,'2021/11/13 18:47:41:764',9,262,25,193,264,255,245,?
1072,'2021/11/13 18:47:41:764',9,262,25,193,262,255,245,?
1073,'2021/11/13 18:47:41:764',9,262,25,190,262,255,245,?
1074,'2021/11/13 18:47:41:764',9,267,25,190,262,255,245,?
1075,'2021/11/13 18:47:41:794',9,267,25,190,262,255,252,?
1076,'2021/11/13 18:47:41:795',9,267,25,190,262,257,252,?
1077,'2021/11/13 18:47:41:795',9,267,25,190,256,257,252,?
1078,'2021/11/13 18:47:41:795',9,267,25,195,256,257,252,?
1079,'2021/11/13 18:47:41:795',9,267,20,195,256,257,252,?
1080,'2021/11/13 18:47:41:795',9,266,20,195,256,257,252,?
1081,'2021/11/13 18:47:41:839',9,266,20,195,256,257,245,?
1082,'2021/11/13 18:47:41:840',9,266,20,195,256,255,245,?
1083,'2021/11/13 18:47:41:840',9,266,20,195,258,255,245,?
1084,'2021/11/13 18:47:41:840',9,266,20,193,258,255,245,?
1085,'2021/11/13 18:47:41:840',9,266,26,193,258,255,245,?
1086,'2021/11/13 18:47:41:840',9,271,26,193,258,255,245,?
1087,'2021/11/13 18:47:41:869',9,271,26,193,258,253,245,?
1088,'2021/11/13 18:47:41:870',9,271,26,193,257,253,245,?
1089,'2021/11/13 18:47:41:870',9,271,26,195,257,253,245,?
1090,'2021/11/13 18:47:41:870',9,274,26,195,257,253,245,?
1091,'2021/11/13 18:47:41:899',9,274,26,195,257,253,254,?
1092,'2021/11/13 18:47:41:900',9,274,26,195,257,252,254,?
1093,'2021/11/13 18:47:41:900',9,274,26,195,254,252,254,?
1094,'2021/11/13 18:47:41:900',9,274,26,199,254,252,254,?
1095,'2021/11/13 18:47:41:900',9,273,26,199,254,252,254,?
1096,'2021/11/13 18:47:41:946',9,273,26,199,254,252,249,?
1097,'2021/11/13 18:47:41:948',9,273,26,199,254,250,249,?
1098,'2021/11/13 18:47:41:948',9,273,26,199,253,250,249,?
1099,'2021/11/13 18:47:41:948',9,273,26,197,253,250,249,?
1100,'2021/11/13 18:47:41:948',9,273,25,197,253,250,249,?
1101,'2021/11/13 18:47:41:949',9,270,25,197,253,250,249,?
1102,'2021/11/13 18:47:41:974',9,270,25,197,253,250,246,?
1103,'2021/11/13 18:47:41:975',9,270,25,197,253,248,246,?
1104,'2021/11/13 18:47:41:975',9,270,25,197,255,248,246,?
1105,'2021/11/13 18:47:42:004',9,270,25,197,255,248,244,?
1106,'2021/11/13 18:47:42:005',9,270,25,197,255,249,244,?
1107,'2021/11/13 18:47:42:005',9,270,25,201,255,249,244,?
1108,'2021/11/13 18:47:42:005',9,270,26,201,255,249,244,?
1109,'2021/11/13 18:47:42:005',9,269,26,201,255,249,244,?
1110,'2021/11/13 18:47:42:049',9,269,26,201,255,249,252,?
1111,'2021/11/13 18:47:42:050',9,269,26,201,255,248,252,?
1112,'2021/11/13 18:47:42:050',9,269,26,201,252,248,252,?
1113,'2021/11/13 18:47:42:050',9,269,26,196,252,248,252,?
1114,'2021/11/13 18:47:42:050',9,271,26,196,252,248,252,?
1115,'2021/11/13 18:47:42:079',9,271,26,196,252,248,248,?
1116,'2021/11/13 18:47:42:080',9,271,26,196,254,248,248,?
1117,'2021/11/13 18:47:42:080',9,271,25,196,254,248,248,?
1118,'2021/11/13 18:47:42:080',9,265,25,196,254,248,248,?
1119,'2021/11/13 18:47:42:124',9,265,25,196,254,248,243,?
1120,'2021/11/13 18:47:42:125',9,265,25,196,254,249,243,?
1121,'2021/11/13 18:47:42:125',9,265,25,196,252,249,243,?
1122,'2021/11/13 18:47:42:125',9,265,25,203,252,249,243,?
1123,'2021/11/13 18:47:42:125',9,265,20,203,252,249,243,?
1124,'2021/11/13 18:47:42:154',9,265,20,203,252,249,246,?
1125,'2021/11/13 18:47:42:155',9,265,20,203,252,251,246,?
1126,'2021/11/13 18:47:42:155',9,265,20,203,254,251,246,?
1127,'2021/11/13 18:47:42:155',9,265,20,197,254,251,246,?
1128,'2021/11/13 18:47:42:155',9,265,26,197,254,251,246,?
1129,'2021/11/13 18:47:42:155',9,268,26,197,254,251,246,?
1130,'2021/11/13 18:47:42:184',9,268,26,197,254,251,245,?
1131,'2021/11/13 18:47:42:185',9,268,26,197,254,250,245,?
1132,'2021/11/13 18:47:42:185',9,268,26,198,254,250,245,?
1133,'2021/11/13 18:47:42:185',9,268,24,198,254,250,245,?
1134,'2021/11/13 18:47:42:185',9,266,24,198,254,250,245,?
1135,'2021/11/13 18:47:42:229',9,266,24,198,254,250,236,?
1136,'2021/11/13 18:47:42:230',9,266,24,198,254,249,236,?
1137,'2021/11/13 18:47:42:230',9,266,24,198,261,249,236,?
1138,'2021/11/13 18:47:42:230',9,266,24,196,261,249,236,?
1139,'2021/11/13 18:47:42:230',9,266,29,196,261,249,236,?
1140,'2021/11/13 18:47:42:230',9,267,29,196,261,249,236,?
1141,'2021/11/13 18:47:42:259',9,267,29,196,261,249,242,?
1142,'2021/11/13 18:47:42:259',9,267,29,196,261,251,242,?
1143,'2021/11/13 18:47:42:259',9,267,29,196,258,251,242,?
1144,'2021/11/13 18:47:42:260',9,267,29,205,258,251,242,?
1145,'2021/11/13 18:47:42:260',9,267,22,205,258,251,242,?
1146,'2021/11/13 18:47:42:260',9,277,22,205,258,251,242,?
1147,'2021/11/13 18:47:42:289',9,277,22,205,258,251,251,?
1148,'2021/11/13 18:47:42:290',9,277,22,205,258,250,251,?
1149,'2021/11/13 18:47:42:290',9,277,22,205,251,250,251,?
1150,'2021/11/13 18:47:42:290',9,277,22,201,251,250,251,?
1151,'2021/11/13 18:47:42:290',9,277,23,201,251,250,251,?
1152,'2021/11/13 18:47:42:290',9,272,23,201,251,250,251,?
1153,'2021/11/13 18:47:42:334',9,272,23,201,251,250,246,?
1154,'2021/11/13 18:47:42:335',9,272,23,201,251,249,246,?
1155,'2021/11/13 18:47:42:335',9,272,23,201,253,249,246,?
1156,'2021/11/13 18:47:42:335',9,272,23,206,253,249,246,?
1157,'2021/11/13 18:47:42:336',9,272,21,206,253,249,246,?
1158,'2021/11/13 18:47:42:336',9,270,21,206,253,249,246,?
1159,'2021/11/13 18:47:42:364',9,270,21,206,253,249,249,?
1160,'2021/11/13 18:47:42:365',9,270,21,206,253,250,249,?
1161,'2021/11/13 18:47:42:365',9,270,21,206,252,250,249,?
1162,'2021/11/13 18:47:42:365',9,270,21,199,252,250,249,?
1163,'2021/11/13 18:47:42:365',9,270,24,199,252,250,249,?
1164,'2021/11/13 18:47:42:365',9,271,24,199,252,250,249,?
1165,'2021/11/13 18:47:42:394',9,271,24,199,252,249,249,?
1166,'2021/11/13 18:47:42:395',9,271,24,199,249,249,249,?
1167,'2021/11/13 18:47:42:395',9,271,24,202,249,249,249,?
1168,'2021/11/13 18:47:42:395',9,272,24,202,249,249,249,?
1169,'2021/11/13 18:47:42:439',9,272,24,202,249,249,248,?
1170,'2021/11/13 18:47:42:439',9,272,24,202,249,250,248,?
1171,'2021/11/13 18:47:42:440',9,272,24,202,251,250,248,?
1172,'2021/11/13 18:47:42:440',9,272,24,206,251,250,248,?
1173,'2021/11/13 18:47:42:440',9,272,25,206,251,250,248,?
1174,'2021/11/13 18:47:42:440',9,270,25,206,251,250,248,?
1175,'2021/11/13 18:47:42:469',9,270,25,206,251,250,244,?
1176,'2021/11/13 18:47:42:470',9,270,25,206,257,250,244,?
1177,'2021/11/13 18:47:42:470',9,270,25,203,257,250,244,?
1178,'2021/11/13 18:47:42:470',9,270,26,203,257,250,244,?
1179,'2021/11/13 18:47:42:470',9,269,26,203,257,250,244,?
1180,'2021/11/13 18:47:42:516',9,269,26,203,257,250,253,?
1181,'2021/11/13 18:47:42:519',9,269,26,203,261,250,253,?
1182,'2021/11/13 18:47:42:519',9,269,26,200,261,250,253,?
1183,'2021/11/13 18:47:42:519',9,269,29,200,261,250,253,?
1184,'2021/11/13 18:47:42:519',9,274,29,200,261,250,253,?
1185,'2021/11/13 18:47:42:544',9,274,29,200,261,250,247,?
1186,'2021/11/13 18:47:42:545',9,274,29,200,261,249,247,?
1187,'2021/11/13 18:47:42:545',9,274,29,200,266,249,247,?
1188,'2021/11/13 18:47:42:545',9,274,29,211,266,249,247,?
1189,'2021/11/13 18:47:42:545',9,274,24,211,266,249,247,?
1190,'2021/11/13 18:47:42:545',9,273,24,211,266,249,247,?
1191,'2021/11/13 18:47:42:574',9,273,24,211,266,249,252,?
1192,'2021/11/13 18:47:42:574',9,273,24,211,266,247,252,?
1193,'2021/11/13 18:47:42:574',9,273,24,211,263,247,252,?
1194,'2021/11/13 18:47:42:574',9,273,24,205,263,247,252,?
1195,'2021/11/13 18:47:42:575',9,273,27,205,263,247,252,?
1196,'2021/11/13 18:47:42:619',9,273,27,205,263,247,249,?
1197,'2021/11/13 18:47:42:620',9,273,27,205,263,246,249,?
1198,'2021/11/13 18:47:42:620',9,273,27,205,274,246,249,?
1199,'2021/11/13 18:47:42:621',9,273,27,208,274,246,249,?
1200,'2021/11/13 18:47:42:621',9,273,28,208,274,246,249,?
1201,'2021/11/13 18:47:42:621',9,270,28,208,274,246,249,?
1202,'2021/11/13 18:47:42:649',9,270,28,208,274,246,247,?
1203,'2021/11/13 18:47:42:650',9,270,28,208,274,247,247,?
1204,'2021/11/13 18:47:42:651',9,270,28,208,280,247,247,?
1205,'2021/11/13 18:47:42:651',9,270,28,207,280,247,247,?
1206,'2021/11/13 18:47:42:651',9,270,31,207,280,247,247,?
1207,'2021/11/13 18:47:42:651',9,269,31,207,280,247,247,?
1208,'2021/11/13 18:47:42:679',9,269,31,207,280,247,242,?
1209,'2021/11/13 18:47:42:680',9,269,31,207,312,247,242,?
1210,'2021/11/13 18:47:42:680',9,269,31,206,312,247,242,?
1211,'2021/11/13 18:47:42:680',9,269,38,206,312,247,242,?
1212,'2021/11/13 18:47:42:680',9,274,38,206,312,247,242,?
1213,'2021/11/13 18:47:42:725',9,274,38,206,312,247,251,?
1214,'2021/11/13 18:47:42:726',9,274,38,206,312,242,251,?
1215,'2021/11/13 18:47:42:726',9,274,38,206,327,242,251,?
1216,'2021/11/13 18:47:42:726',9,274,38,224,327,242,251,?
1217,'2021/11/13 18:47:42:726',9,274,35,224,327,242,251,?
1218,'2021/11/13 18:47:42:726',9,278,35,224,327,242,251,?
1219,'2021/11/13 18:47:42:755',9,278,35,224,327,242,239,?
1220,'2021/11/13 18:47:42:755',9,278,35,224,327,228,239,?
1221,'2021/11/13 18:47:42:755',9,278,35,224,310,228,239,?
1222,'2021/11/13 18:47:42:756',9,278,35,239,310,228,239,?
1223,'2021/11/13 18:47:42:756',9,278,20,239,310,228,239,?
1224,'2021/11/13 18:47:42:756',9,277,20,239,310,228,239,?
1225,'2021/11/13 18:47:42:784',9,277,20,239,310,228,256,?
1226,'2021/11/13 18:47:42:784',9,277,20,239,310,246,256,?
1227,'2021/11/13 18:47:42:784',9,277,20,239,305,246,256,?
1228,'2021/11/13 18:47:42:785',9,277,20,225,305,246,256,?
1229,'2021/11/13 18:47:42:785',9,277,25,225,305,246,256,?
1230,'2021/11/13 18:47:42:785',9,263,25,225,305,246,256,?
1231,'2021/11/13 18:47:42:829',9,263,25,225,305,246,234,?
1232,'2021/11/13 18:47:42:830',9,263,25,225,305,239,234,?
1233,'2021/11/13 18:47:42:831',9,263,25,225,310,239,234,?
1234,'2021/11/13 18:47:42:831',9,263,25,237,310,239,234,?
1235,'2021/11/13 18:47:42:831',9,263,17,237,310,239,234,?
1236,'2021/11/13 18:47:42:831',9,271,17,237,310,239,234,?
1237,'2021/11/13 18:47:42:859',9,271,17,237,310,239,237,?
1238,'2021/11/13 18:47:42:860',9,271,17,237,310,237,237,?
1239,'2021/11/13 18:47:42:860',9,271,17,240,310,237,237,?
1240,'2021/11/13 18:47:42:860',9,271,16,240,310,237,237,?
1241,'2021/11/13 18:47:42:860',9,276,16,240,310,237,237,?
1242,'2021/11/13 18:47:42:904',9,276,16,240,310,237,248,?
1243,'2021/11/13 18:47:42:905',9,276,16,240,310,227,248,?
1244,'2021/11/13 18:47:42:905',9,276,16,240,314,227,248,?
1245,'2021/11/13 18:47:42:905',9,276,16,239,314,227,248,?
1246,'2021/11/13 18:47:42:905',9,276,22,239,314,227,248,?
1247,'2021/11/13 18:47:42:905',9,284,22,239,314,227,248,?
1248,'2021/11/13 18:47:42:935',9,284,22,239,314,227,229,?
1249,'2021/11/13 18:47:42:935',9,284,22,239,314,221,229,?
1250,'2021/11/13 18:47:42:935',9,284,22,239,345,221,229,?
1251,'2021/11/13 18:47:42:935',9,284,22,230,345,221,229,?
1252,'2021/11/13 18:47:42:935',9,284,34,230,345,221,229,?
1253,'2021/11/13 18:47:42:936',9,282,34,230,345,221,229,?
1254,'2021/11/13 18:47:42:964',9,282,34,230,345,221,181,?
1255,'2021/11/13 18:47:42:964',9,282,34,230,345,204,181,?
1256,'2021/11/13 18:47:42:964',9,282,34,230,448,204,181,?
1257,'2021/11/13 18:47:42:964',9,282,34,206,448,204,181,?
1258,'2021/11/13 18:47:42:964',9,282,75,206,448,204,181,?
1259,'2021/11/13 18:47:42:964',9,292,75,206,448,204,181,?
1260,'2021/11/13 18:47:43:009',9,292,75,206,448,204,156,?
1261,'2021/11/13 18:47:43:009',9,292,75,206,448,152,156,?
1262,'2021/11/13 18:47:43:009',9,292,75,206,500,152,156,?
1263,'2021/11/13 18:47:43:010',9,292,75,280,500,152,156,?
1264,'2021/11/13 18:47:43:010',9,292,49,280,500,152,156,?
1265,'2021/11/13 18:47:43:010',9,320,49,280,500,152,156,?
1266,'2021/11/13 18:47:45:349',10,142,431,300,241,262,244,?
1267,'2021/11/13 18:47:45:354',10,142,431,300,241,260,244,?
1268,'2021/11/13 18:47:45:354',10,142,431,295,241,260,244,?
1269,'2021/11/13 18:47:45:354',10,142,434,295,241,260,244,?
1270,'2021/11/13 18:47:45:354',10,129,434,295,241,260,244,?
1271,'2021/11/13 18:47:45:379',10,129,434,295,241,260,249,?
1272,'2021/11/13 18:47:45:382',10,129,434,295,241,265,249,?
1273,'2021/11/13 18:47:45:382',10,129,434,297,241,265,249,?
1274,'2021/11/13 18:47:45:382',10,134,434,297,241,265,249,?
1275,'2021/11/13 18:47:45:424',10,134,434,297,241,265,238,?
1276,'2021/11/13 18:47:45:424',10,134,434,297,241,264,238,?
1277,'2021/11/13 18:47:45:424',10,134,434,297,238,264,238,?
1278,'2021/11/13 18:47:45:424',10,134,434,298,238,264,238,?
1279,'2021/11/13 18:47:45:424',10,134,425,298,238,264,238,?
1280,'2021/11/13 18:47:45:424',10,125,425,298,238,264,238,?
1281,'2021/11/13 18:47:45:454',10,125,425,298,238,264,240,?
1282,'2021/11/13 18:47:45:454',10,125,425,298,238,271,240,?
1283,'2021/11/13 18:47:45:454',10,125,425,298,230,271,240,?
1284,'2021/11/13 18:47:45:454',10,125,425,297,230,271,240,?
1285,'2021/11/13 18:47:45:454',10,125,430,297,230,271,240,?
1286,'2021/11/13 18:47:45:454',10,129,430,297,230,271,240,?
1287,'2021/11/13 18:47:45:484',10,129,430,297,230,256,240,?
1288,'2021/11/13 18:47:45:484',10,129,430,297,233,256,240,?
1289,'2021/11/13 18:47:45:484',10,129,430,296,233,256,240,?
1290,'2021/11/13 18:47:45:484',10,139,430,296,233,256,240,?
1291,'2021/11/13 18:47:45:529',10,139,430,296,233,256,237,?
1292,'2021/11/13 18:47:45:530',10,139,430,296,233,246,237,?
1293,'2021/11/13 18:47:45:531',10,139,430,296,239,246,237,?
1294,'2021/11/13 18:47:45:531',10,139,430,295,239,246,237,?
1295,'2021/11/13 18:47:45:531',10,139,426,295,239,246,237,?
1296,'2021/11/13 18:47:45:531',10,127,426,295,239,246,237,?
1297,'2021/11/13 18:47:45:559',10,127,426,295,239,246,240,?
1298,'2021/11/13 18:47:45:559',10,127,426,295,239,251,240,?
1299,'2021/11/13 18:47:45:559',10,127,426,293,239,251,240,?
1300,'2021/11/13 18:47:45:560',10,127,425,293,239,251,240,?
1301,'2021/11/13 18:47:45:560',10,125,425,293,239,251,240,?
1302,'2021/11/13 18:47:45:589',10,125,425,293,239,251,245,?
1303,'2021/11/13 18:47:45:589',10,125,425,293,239,254,245,?
1304,'2021/11/13 18:47:45:589',10,125,425,293,242,254,245,?
1305,'2021/11/13 18:47:45:589',10,125,425,296,242,254,245,?
1306,'2021/11/13 18:47:45:589',10,125,429,296,242,254,245,?
1307,'2021/11/13 18:47:45:589',10,131,429,296,242,254,245,?
1308,'2021/11/13 18:47:45:634',10,131,429,296,242,254,250,?
1309,'2021/11/13 18:47:45:635',10,131,429,296,242,248,250,?
1310,'2021/11/13 18:47:45:635',10,131,429,304,242,248,250,?
1311,'2021/11/13 18:47:45:635',10,131,426,304,242,248,250,?
1312,'2021/11/13 18:47:45:635',10,132,426,304,242,248,250,?
1313,'2021/11/13 18:47:45:664',10,132,426,304,242,248,244,?
1314,'2021/11/13 18:47:45:664',10,132,426,304,242,250,244,?
1315,'2021/11/13 18:47:45:665',10,132,426,304,241,250,244,?
1316,'2021/11/13 18:47:45:665',10,132,426,303,241,250,244,?
1317,'2021/11/13 18:47:45:665',10,132,428,303,241,250,244,?
1318,'2021/11/13 18:47:45:665',10,127,428,303,241,250,244,?
1319,'2021/11/13 18:47:45:709',10,127,428,303,241,250,249,?
1320,'2021/11/13 18:47:45:709',10,127,428,303,237,250,249,?
1321,'2021/11/13 18:47:45:709',10,127,428,301,237,250,249,?
1322,'2021/11/13 18:47:45:710',10,127,426,301,237,250,249,?
1323,'2021/11/13 18:47:45:710',10,129,426,301,237,250,249,?
1324,'2021/11/13 18:47:45:739',10,129,426,301,237,250,245,?
1325,'2021/11/13 18:47:45:742',10,129,426,301,237,252,245,?
1326,'2021/11/13 18:47:45:745',10,129,426,301,241,252,245,?
1327,'2021/11/13 18:47:45:745',10,129,426,295,241,252,245,?
1328,'2021/11/13 18:47:45:745',10,129,427,295,241,252,245,?
1329,'2021/11/13 18:47:45:745',10,127,427,295,241,252,245,?
1330,'2021/11/13 18:47:45:769',10,127,427,295,241,252,248,?
1331,'2021/11/13 18:47:45:769',10,127,427,295,241,256,248,?
1332,'2021/11/13 18:47:45:769',10,127,427,295,242,256,248,?
1333,'2021/11/13 18:47:45:769',10,127,427,299,242,256,248,?
1334,'2021/11/13 18:47:45:769',10,127,424,299,242,256,248,?
1335,'2021/11/13 18:47:45:769',10,132,424,299,242,256,248,?
1336,'2021/11/13 18:47:45:814',10,132,424,299,242,256,245,?
1337,'2021/11/13 18:47:45:814',10,132,424,299,242,259,245,?
1338,'2021/11/13 18:47:45:814',10,132,424,299,239,259,245,?
1339,'2021/11/13 18:47:45:815',10,132,425,299,239,259,245,?
1340,'2021/11/13 18:47:45:815',10,127,425,299,239,259,245,?
1341,'2021/11/13 18:47:45:844',10,127,425,299,239,259,243,?
1342,'2021/11/13 18:47:45:844',10,127,425,299,239,264,243,?
1343,'2021/11/13 18:47:45:844',10,127,429,299,239,264,243,?
1344,'2021/11/13 18:47:45:844',10,125,429,299,239,264,243,?
1345,'2021/11/13 18:47:45:874',10,125,429,299,239,264,242,?
1346,'2021/11/13 18:47:45:874',10,125,429,299,239,263,242,?
1347,'2021/11/13 18:47:45:874',10,125,429,299,240,263,242,?
1348,'2021/11/13 18:47:45:874',10,125,429,302,240,263,242,?
1349,'2021/11/13 18:47:45:874',10,125,426,302,240,263,242,?
1350,'2021/11/13 18:47:45:874',10,123,426,302,240,263,242,?
1351,'2021/11/13 18:47:45:919',10,123,426,302,240,263,240,?
1352,'2021/11/13 18:47:45:920',10,123,426,302,240,262,240,?
1353,'2021/11/13 18:47:45:920',10,123,426,302,241,262,240,?
1354,'2021/11/13 18:47:45:920',10,128,426,302,241,262,240,?
1355,'2021/11/13 18:47:45:949',10,128,426,302,241,262,251,?
1356,'2021/11/13 18:47:45:951',10,128,426,302,241,251,251,?
1357,'2021/11/13 18:47:45:952',10,128,426,302,240,251,251,?
1358,'2021/11/13 18:47:45:952',10,128,426,303,240,251,251,?
1359,'2021/11/13 18:47:45:952',10,128,422,303,240,251,251,?
1360,'2021/11/13 18:47:45:952',10,129,422,303,240,251,251,?
1361,'2021/11/13 18:47:45:994',10,129,422,303,240,251,248,?
1362,'2021/11/13 18:47:45:995',10,129,422,303,240,246,248,?
1363,'2021/11/13 18:47:45:995',10,129,422,303,241,246,248,?
1364,'2021/11/13 18:47:45:995',10,129,422,298,241,246,248,?
1365,'2021/11/13 18:47:45:995',10,129,421,298,241,246,248,?
1366,'2021/11/13 18:47:45:995',10,121,421,298,241,246,248,?
1367,'2021/11/13 18:47:46:024',10,121,421,298,241,246,240,?
1368,'2021/11/13 18:47:46:024',10,121,421,298,241,253,240,?
1369,'2021/11/13 18:47:46:024',10,121,421,298,243,253,240,?
1370,'2021/11/13 18:47:46:024',10,121,421,295,243,253,240,?
1371,'2021/11/13 18:47:46:024',10,121,427,295,243,253,240,?
