@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
1767,'2021/11/13 18:48:07:864',13,402,419,284,250,252,249,2
1768,'2021/11/13 18:48:07:864',13,402,421,284,250,252,249,2
1769,'2021/11/13 18:48:07:864',13,397,421,284,250,252,249,2
1770,'2021/11/13 18:48:07:893',13,397,421,284,250,252,248,2
1771,'2021/11/13 18:48:07:894',13,397,421,284,250,251,248,2
1772,'2021/11/13 18:48:07:894',13,397,421,284,251,251,248,2
1773,'2021/11/13 18:48:07:894',13,397,421,286,251,251,248,2
1774,'2021/11/13 18:48:07:894',13,397,420,286,251,251,248,2
1775,'2021/11/13 18:48:07:894',13,395,420,286,251,251,248,2
1776,'2021/11/13 18:48:07:938',13,395,420,286,251,254,248,2
1777,'2021/11/13 18:48:07:939',13,395,420,286,249,254,248,2
1778,'2021/11/13 18:48:07:939',13,395,420,285,249,254,248,2
1779,'2021/11/13 18:48:07:939',13,395,418,285,249,254,248,2
1780,'2021/11/13 18:48:07:939',13,400,418,285,249,254,248,2
1781,'2021/11/13 18:48:07:968',13,400,418,285,249,254,250,2
1782,'2021/11/13 18:48:07:969',13,400,418,285,249,252,250,2
1783,'2021/11/13 18:48:07:969',13,400,418,287,249,252,250,2
1784,'2021/11/13 18:48:07:969',13,400,420,287,249,252,250,2
1785,'2021/11/13 18:48:07:969',13,399,420,287,249,252,250,2
1786,'2021/11/13 18:48:07:998',13,399,420,287,249,252,249,2
1787,'2021/11/13 18:48:07:999',13,399,420,287,249,250,249,2
1788,'2021/11/13 18:48:07:999',13,399,420,287,250,250,249,2
1789,'2021/11/13 18:48:07:999',13,399,420,286,250,250,249,2
1790,'2021/11/13 18:48:07:999',13,399,422,286,250,250,249,2
1791,'2021/11/13 18:48:07:999',13,397,422,286,250,250,249,2
1792,'2021/11/13 18:48:08:043',13,397,422,286,250,253,249,2
1793,'2021/11/13 18:48:08:044',13,397,422,286,249,253,249,2
1794,'2021/11/13 18:48:08:044',13,397,422,284,249,253,249,2
1795,'2021/11/13 18:48:08:044',13,397,419,284,249,253,249,2
1796,'2021/11/13 18:48:08:074',13,397,419,284,249,253,248,2
1797,'2021/11/13 18:48:08:075',13,397,419,284,249,251,248,2
1798,'2021/11/13 18:48:08:075',13,397,419,287,249,251,248,2
1799,'2021/11/13 18:48:08:075',13,397,418,287,249,251,248,2
1800,'2021/11/13 18:48:08:075',13,398,418,287,249,251,248,2
1801,'2021/11/13 18:48:08:103',13,398,418,287,249,250,248,2
1802,'2021/11/13 18:48:08:106',13,398,418,286,249,250,248,2
1803,'2021/11/13 18:48:08:106',13,398,420,286,249,250,248,2
1804,'2021/11/13 18:48:08:106',13,399,420,286,249,250,248,2
1805,'2021/11/13 18:48:08:148',13,399,420,286,249,250,249,2
1806,'2021/11/13 18:48:08:149',13,399,420,286,249,252,249,2
1807,'2021/11/13 18:48:08:149',13,399,420,284,249,252,249,2
1808,'2021/11/13 18:48:08:149',13,397,420,284,249,252,249,2
1809,'2021/11/13 18:48:08:178',13,397,420,284,249,252,248,2
1810,'2021/11/13 18:48:08:179',13,397,420,284,249,250,248,2
1811,'2021/11/13 18:48:08:179',13,397,418,284,249,250,248,2
1812,'2021/11/13 18:48:08:179',13,398,418,284,249,250,248,2
1813,'2021/11/13 18:48:08:223',13,398,418,284,249,251,248,2
1814,'2021/11/13 18:48:08:224',13,398,418,287,249,251,248,2
1815,'2021/11/13 18:48:08:224',13,398,419,287,249,251,248,2
1816,'2021/11/13 18:48:08:224',13,396,419,287,249,251,248,2
1817,'2021/11/13 18:48:08:253',13,396,419,287,249,251,250,2
1818,'2021/11/13 18:48:08:254',13,396,419,287,249,253,250,2
1819,'2021/11/13 18:48:08:254',13,396,419,287,247,253,250,2
1820,'2021/11/13 18:48:08:254',13,396,419,284,247,253,250,2
1821,'2021/11/13 18:48:08:254',13,396,420,284,247,253,250,2
1822,'2021/11/13 18:48:08:254',13,399,420,284,247,253,250,2
1823,'2021/11/13 18:48:08:283',13,399,420,284,247,253,249,2
1824,'2021/11/13 18:48:08:283',13,399,420,284,247,251,249,2
1825,'2021/11/13 18:48:08:283',13,400,420,284,247,251,249,2
1826,'2021/11/13 18:48:08:328',13,400,420,284,247,251,248,2
1827,'2021/11/13 18:48:08:329',13,400,420,284,247,252,248,2
1828,'2021/11/13 18:48:08:329',13,400,420,285,247,252,248,2
1829,'2021/11/13 18:48:08:329',13,400,419,285,247,252,248,2
1830,'2021/11/13 18:48:08:329',13,399,419,285,247,252,248,2
1831,'2021/11/13 18:48:08:359',13,399,418,285,247,252,248,2
1832,'2021/11/13 18:48:08:362',13,397,418,285,247,252,248,2
1833,'2021/11/13 18:48:08:388',13,397,418,285,247,252,251,2
1834,'2021/11/13 18:48:08:389',13,397,418,285,247,254,251,2
1835,'2021/11/13 18:48:08:389',13,397,418,285,246,254,251,2
1836,'2021/11/13 18:48:08:389',13,397,420,285,246,254,251,2
1837,'2021/11/13 18:48:08:389',13,398,420,285,246,254,251,2
1838,'2021/11/13 18:48:14:539',14,143,423,332,252,255,245,3
1839,'2021/11/13 18:48:14:541',14,143,423,332,250,255,245,3
1840,'2021/11/13 18:48:14:541',14,143,427,332,250,255,245,3
1841,'2021/11/13 18:48:14:541',14,140,427,332,250,255,245,3
1842,'2021/11/13 18:48:14:569',14,140,427,332,250,255,242,3
1843,'2021/11/13 18:48:14:570',14,140,427,332,250,259,242,3
1844,'2021/11/13 18:48:14:570',14,140,427,332,247,259,242,3
1845,'2021/11/13 18:48:14:570',14,140,427,329,247,259,242,3
1846,'2021/11/13 18:48:14:570',14,140,421,329,247,259,242,3
1847,'2021/11/13 18:48:14:613',14,140,421,329,247,259,241,3
1848,'2021/11/13 18:48:14:613',14,140,421,329,247,254,241,3
1849,'2021/11/13 18:48:14:613',14,140,421,327,247,254,241,3
1850,'2021/11/13 18:48:14:613',14,140,426,327,247,254,241,3
1851,'2021/11/13 18:48:14:613',14,148,426,327,247,254,241,3
1852,'2021/11/13 18:48:14:643',14,148,426,327,247,254,245,3
1853,'2021/11/13 18:48:14:644',14,148,426,327,247,249,245,3
1854,'2021/11/13 18:48:14:644',14,148,426,327,253,249,245,3
1855,'2021/11/13 18:48:14:644',14,148,426,326,253,249,245,3
1856,'2021/11/13 18:48:14:644',14,148,425,326,253,249,245,3
1857,'2021/11/13 18:48:14:644',14,145,425,326,253,249,245,3
1858,'2021/11/13 18:48:14:688',14,145,425,326,253,249,239,3
1859,'2021/11/13 18:48:14:689',14,145,425,326,253,256,239,3
1860,'2021/11/13 18:48:14:689',14,145,425,326,251,256,239,3
1861,'2021/11/13 18:48:14:689',14,145,425,329,251,256,239,3
1862,'2021/11/13 18:48:14:689',14,145,421,329,251,256,239,3
1863,'2021/11/13 18:48:14:689',14,137,421,329,251,256,239,3
1864,'2021/11/13 18:48:14:718',14,137,421,329,251,256,244,3
1865,'2021/11/13 18:48:14:719',14,137,421,329,251,260,244,3
1866,'2021/11/13 18:48:14:719',14,137,421,329,245,260,244,3
1867,'2021/11/13 18:48:14:719',14,137,421,331,245,260,244,3
1868,'2021/11/13 18:48:14:719',14,137,422,331,245,260,244,3
1869,'2021/11/13 18:48:14:719',14,147,422,331,245,260,244,3
1870,'2021/11/13 18:48:14:748',14,147,422,331,245,260,248,3
1871,'2021/11/13 18:48:14:749',14,147,422,331,245,247,248,3
1872,'2021/11/13 18:48:14:749',14,147,422,331,248,247,248,3
1873,'2021/11/13 18:48:14:749',14,147,422,327,248,247,248,3
1874,'2021/11/13 18:48:14:749',14,147,431,327,248,247,248,3
1875,'2021/11/13 18:48:14:749',14,149,431,327,248,247,248,3
1876,'2021/11/13 18:48:14:794',14,149,431,327,248,247,255,3
1877,'2021/11/13 18:48:14:794',14,149,431,327,248,244,255,3
1878,'2021/11/13 18:48:14:794',14,149,431,327,250,244,255,3
1879,'2021/11/13 18:48:14:794',14,149,431,330,250,244,255,3
1880,'2021/11/13 18:48:14:794',14,149,425,330,250,244,255,3
1881,'2021/11/13 18:48:14:794',14,142,425,330,250,244,255,3
1882,'2021/11/13 18:48:14:823',14,142,425,330,250,244,249,3
1883,'2021/11/13 18:48:14:824',14,142,425,330,250,246,249,3
1884,'2021/11/13 18:48:14:824',14,142,425,330,249,246,249,3
1885,'2021/11/13 18:48:14:824',14,142,425,325,249,246,249,3
1886,'2021/11/13 18:48:14:824',14,142,423,325,249,246,249,3
1887,'2021/11/13 18:48:14:824',14,136,423,325,249,246,249,3
1888,'2021/11/13 18:48:14:853',14,136,423,325,249,246,252,3
1889,'2021/11/13 18:48:14:854',14,136,423,325,249,252,252,3
1890,'2021/11/13 18:48:14:854',14,136,423,325,246,252,252,3
1891,'2021/11/13 18:48:14:854',14,136,423,327,246,252,252,3
1892,'2021/11/13 18:48:14:854',14,136,424,327,246,252,252,3
1893,'2021/11/13 18:48:14:854',14,140,424,327,246,252,252,3
1894,'2021/11/13 18:48:14:898',14,140,424,327,246,252,250,3
1895,'2021/11/13 18:48:14:899',14,140,424,327,246,250,250,3
1896,'2021/11/13 18:48:14:900',14,140,424,327,249,250,250,3
1897,'2021/11/13 18:48:14:900',14,140,424,328,249,250,250,3
1898,'2021/11/13 18:48:14:900',14,140,425,328,249,250,250,3
1899,'2021/11/13 18:48:14:900',14,142,425,328,249,250,250,3
1900,'2021/11/13 18:48:14:928',14,142,425,328,249,250,248,3
1901,'2021/11/13 18:48:14:928',14,142,425,328,249,249,248,3
1902,'2021/11/13 18:48:14:928',14,142,425,328,247,249,248,3
1903,'2021/11/13 18:48:14:928',14,142,425,332,247,249,248,3
1904,'2021/11/13 18:48:14:928',14,142,422,332,247,249,248,3
1905,'2021/11/13 18:48:14:958',14,142,422,332,245,249,248,3
1906,'2021/11/13 18:48:14:958',14,142,422,329,245,249,248,3
1907,'2021/11/13 18:48:14:958',14,142,426,329,245,249,248,3
1908,'2021/11/13 18:48:14:958',14,143,426,329,245,249,248,3
1909,'2021/11/13 18:48:15:003',14,143,426,329,245,249,250,3
1910,'2021/11/13 18:48:15:003',14,143,426,329,245,250,250,3
1911,'2021/11/13 18:48:15:004',14,143,426,329,247,250,250,3
1912,'2021/11/13 18:48:15:004',14,143,426,326,247,250,250,3
1913,'2021/11/13 18:48:15:004',14,143,424,326,247,250,250,3
1914,'2021/11/13 18:48:15:004',14,144,424,326,247,250,250,3
1915,'2021/11/13 18:48:15:033',14,144,423,326,247,250,250,3
1916,'2021/11/13 18:48:15:033',14,143,423,326,247,250,250,3
1917,'2021/11/13 18:48:15:078',14,143,423,326,247,250,249,3
1918,'2021/11/13 18:48:15:079',14,143,423,326,247,249,249,3
1919,'2021/11/13 18:48:15:079',14,143,423,326,248,249,249,3
1920,'2021/11/13 18:48:15:079',14,143,423,325,248,249,249,3
1921,'2021/11/13 18:48:15:079',14,143,422,325,248,249,249,3
1922,'2021/11/13 18:48:15:079',14,142,422,325,248,249,249,3
1923,'2021/11/13 18:48:15:109',14,142,422,325,248,249,250,3
1924,'2021/11/13 18:48:15:109',14,142,422,325,248,254,250,3
1925,'2021/11/13 18:48:15:109',14,142,422,325,249,254,250,3
1926,'2021/11/13 18:48:15:110',14,142,422,323,249,254,250,3
1927,'2021/11/13 18:48:15:110',14,142,424,323,249,254,250,3
1928,'2021/11/13 18:48:15:110',14,140,424,323,249,254,250,3
1929,'2021/11/13 18:48:15:138',14,140,424,323,249,254,249,3
1930,'2021/11/13 18:48:15:138',14,140,424,323,251,254,249,3
1931,'2021/11/13 18:48:15:138',14,140,427,323,251,254,249,3
1932,'2021/11/13 18:48:15:183',14,140,427,323,251,254,247,3
1933,'2021/11/13 18:48:15:184',14,140,427,323,251,256,247,3
1934,'2021/11/13 18:48:15:184',14,140,427,323,253,256,247,3
1935,'2021/11/13 18:48:15:184',14,140,427,325,253,256,247,3
1936,'2021/11/13 18:48:15:184',14,140,424,325,253,256,247,3
1937,'2021/11/13 18:48:15:184',14,143,424,325,253,256,247,3
1938,'2021/11/13 18:48:15:213',14,143,424,325,253,256,245,3
1939,'2021/11/13 18:48:15:214',14,143,424,325,255,256,245,3
1940,'2021/11/13 18:48:15:214',14,143,424,326,255,256,245,3
1941,'2021/11/13 18:48:15:214',14,142,424,326,255,256,245,3
1942,'2021/11/13 18:48:15:243',14,142,424,326,255,256,251,3
1943,'2021/11/13 18:48:15:244',14,142,424,326,255,255,251,3
1944,'2021/11/13 18:48:15:244',14,142,424,326,254,255,251,3
1945,'2021/11/13 18:48:15:244',14,142,424,328,254,255,251,3
1946,'2021/11/13 18:48:15:244',14,142,427,328,254,255,251,3
1947,'2021/11/13 18:48:15:244',14,143,427,328,254,255,251,3
1948,'2021/11/13 18:48:15:288',14,143,427,328,254,255,243,3
1949,'2021/11/13 18:48:15:289',14,143,427,328,254,252,243,3
1950,'2021/11/13 18:48:15:289',14,143,427,324,254,252,243,3
1951,'2021/11/13 18:48:15:289',14,143,426,324,254,252,243,3
1952,'2021/11/13 18:48:15:289',14,137,426,324,254,252,243,3
1953,'2021/11/13 18:48:15:318',14,137,426,324,254,252,246,3
1954,'2021/11/13 18:48:15:318',14,137,426,324,254,257,246,3
1955,'2021/11/13 18:48:15:318',14,137,426,324,252,257,246,3
1956,'2021/11/13 18:48:15:319',14,137,426,329,252,257,246,3
1957,'2021/11/13 18:48:15:319',14,137,422,329,252,257,246,3
1958,'2021/11/13 18:48:15:319',14,140,422,329,252,257,246,3
1959,'2021/11/13 18:48:15:348',14,140,422,329,252,257,243,3
1960,'2021/11/13 18:48:15:349',14,140,422,329,252,252,243,3
1961,'2021/11/13 18:48:15:349',14,140,422,329,248,252,243,3
1962,'2021/11/13 18:48:15:349',14,140,422,328,248,252,243,3
1963,'2021/11/13 18:48:15:349',14,140,424,328,248,252,243,3
1964,'2021/11/13 18:48:15:349',14,142,424,328,248,252,243,3
1965,'2021/11/13 18:48:15:393',14,142,424,328,248,252,245,3
1966,'2021/11/13 18:48:15:393',14,142,424,328,248,254,245,3
1967,'2021/11/13 18:48:15:393',14,142,424,328,247,254,245,3
1968,'2021/11/13 18:48:15:394',14,142,423,328,247,254,245,3
1969,'2021/11/13 18:48:15:394',14,138,423,328,247,254,245,3
1970,'2021/11/13 18:48:15:423',14,138,423,328,247,254,241,3
1971,'2021/11/13 18:48:15:423',14,138,423,328,248,254,241,3
1972,'2021/11/13 18:48:15:423',14,138,423,322,248,254,241,3
1973,'2021/11/13 18:48:15:468',14,138,423,322,248,254,247,3
1974,'2021/11/13 18:48:15:468',14,138,423,322,245,254,247,3
1975,'2021/11/13 18:48:15:468',14,138,423,327,245,254,247,3
1976,'2021/11/13 18:48:15:469',14,138,424,327,245,254,247,3
1977,'2021/11/13 18:48:15:469',14,143,424,327,245,254,247,3
1978,'2021/11/13 18:48:15:498',14,143,424,327,245,254,248,3
1979,'2021/11/13 18:48:15:498',14,143,424,327,245,249,248,3
1980,'2021/11/13 18:48:15:498',14,143,424,327,246,249,248,3
1981,'2021/11/13 18:48:15:498',14,143,424,323,246,249,248,3
1982,'2021/11/13 18:48:15:498',14,143,426,323,246,249,248,3
1983,'2021/11/13 18:48:15:498',14,141,426,323,246,249,248,3
1984,'2021/11/13 18:48:15:528',14,141,426,323,246,249,247,3
1985,'2021/11/13 18:48:15:528',14,141,426,323,246,252,247,3
1986,'2021/11/13 18:48:15:528',14,141,426,323,248,252,247,3
1987,'2021/11/13 18:48:15:528',14,141,427,323,248,252,247,3
1988,'2021/11/13 18:48:15:528',14,138,427,323,248,252,247,3
1989,'2021/11/13 18:48:15:573',14,138,427,323,248,252,248,3
1990,'2021/11/13 18:48:15:573',14,138,427,323,248,251,248,3
1991,'2021/11/13 18:48:15:573',14,138,427,324,248,251,248,3
1992,'2021/11/13 18:48:15:573',14,138,422,324,248,251,248,3
1993,'2021/11/13 18:48:15:573',14,141,422,324,248,251,248,3
1994,'2021/11/13 18:48:15:603',14,141,422,324,248,251,249,3
1995,'2021/11/13 18:48:15:603',14,141,422,324,248,252,249,3
1996,'2021/11/13 18:48:15:603',14,141,422,324,249,252,249,3
1997,'2021/11/13 18:48:15:603',14,141,423,324,249,252,249,3
1998,'2021/11/13 18:48:15:603',14,139,423,324,249,252,249,3
1999,'2021/11/13 18:48:15:633',14,139,423,324,249,252,248,3
2000,'2021/11/13 18:48:15:634',14,139,423,324,247,252,248,3
2001,'2021/11/13 18:48:15:634',14,139,424,324,247,252,248,3
2002,'2021/11/13 18:48:15:678',14,139,424,324,247,252,247,3
2003,'2021/11/13 18:48:15:678',14,139,424,324,247,249,247,3
2004,'2021/11/13 18:48:15:678',14,139,424,324,248,249,247,3
2005,'2021/11/13 18:48:15:678',14,139,424,326,248,249,247,3
2006,'2021/11/13 18:48:15:678',14,139,422,326,248,249,247,3
2007,'2021/11/13 18:48:15:708',14,139,422,326,248,249,250,3
2008,'2021/11/13 18:48:15:708',14,139,422,326,248,251,250,3
2009,'2021/11/13 18:48:15:708',14,139,422,326,246,251,250,3
2010,'2021/11/13 18:48:15:708',14,139,422,327,246,251,250,3
2011,'2021/11/13 18:48:15:708',14,139,425,327,246,251,250,3
2012,'2021/11/13 18:48:15:753',14,139,425,327,246,251,247,3
2013,'2021/11/13 18:48:15:753',14,139,425,327,246,252,247,3
2014,'2021/11/13 18:48:15:753',14,139,425,327,247,252,247,3
2015,'2021/11/13 18:48:15:753',14,139,425,320,247,252,247,3
2016,'2021/11/13 18:48:15:753',14,139,424,320,247,252,247,3
2017,'2021/11/13 18:48:15:753',14,136,424,320,247,252,247,3
2018,'2021/11/13 18:48:15:783',14,136,424,320,247,250,247,3
2019,'2021/11/13 18:48:15:784',14,136,424,320,246,250,247,3
2020,'2021/11/13 18:48:15:784',14,136,424,319,246,250,247,3
2021,'2021/11/13 18:48:15:784',14,136,427,319,246,250,247,3
2022,'2021/11/13 18:48:15:784',14,141,427,319,246,250,247,3
2023,'2021/11/13 18:48:15:813',14,141,427,319,246,250,248,3
2024,'2021/11/13 18:48:15:813',14,141,427,319,246,247,248,3
2025,'2021/11/13 18:48:15:813',14,141,427,319,247,247,248,3
2026,'2021/11/13 18:48:15:813',14,141,427,321,247,247,248,3
2027,'2021/11/13 18:48:15:813',14,141,423,321,247,247,248,3
2028,'2021/11/13 18:48:15:813',14,136,423,321,247,247,248,3
2029,'2021/11/13 18:48:15:858',14,136,423,321,247,247,252,3
2030,'2021/11/13 18:48:15:858',14,136,423,321,247,252,252,3
2031,'2021/11/13 18:48:15:858',14,136,423,323,247,252,252,3
2032,'2021/11/13 18:48:15:858',14,136,422,323,247,252,252,3
2033,'2021/11/13 18:48:15:858',14,140,422,323,247,252,252,3
2034,'2021/11/13 18:48:15:889',14,140,422,323,247,252,251,3
2035,'2021/11/13 18:48:15:890',14,140,422,323,247,251,251,3
2036,'2021/11/13 18:48:15:890',14,140,422,323,249,251,251,3
2037,'2021/11/13 18:48:15:890',14,140,425,323,249,251,251,3
2038,'2021/11/13 18:48:15:918',14,140,425,323,249,249,251,3
2039,'2021/11/13 18:48:15:919',14,140,425,324,249,249,251,3
2040,'2021/11/13 18:48:15:919',14,141,425,324,249,249,251,3
2041,'2021/11/13 18:48:15:963',14,141,425,324,249,249,246,3
2042,'2021/11/13 18:48:15:964',14,141,425,324,249,248,246,3
2043,'2021/11/13 18:48:15:964',14,141,425,324,247,248,246,3
2044,'2021/11/13 18:48:15:964',14,141,425,323,247,248,246,3
2045,'2021/11/13 18:48:15:964',14,141,422,323,247,248,246,3
2046,'2021/11/13 18:48:15:964',14,137,422,323,247,248,246,3
2047,'2021/11/13 18:48:19:653',15,256,23,205,250,254,236,4
2048,'2021/11/13 18:48:19:663',15,256,23,205,250,253,236,4
2049,'2021/11/13 18:48:19:663',15,256,23,205,253,253,236,4
2050,'2021/11/13 18:48:19:663',15,256,23,204,253,253,236,4
2051,'2021/11/13 18:48:19:663',15,256,27,204,253,253,236,4
2052,'2021/11/13 18:48:19:663',15,260,27,204,253,253,236,4
2053,'2021/11/13 18:48:19:683',15,260,27,204,253,253,243,4
2054,'2021/11/13 18:48:19:683',15,260,27,204,253,248,243,4
2055,'2021/11/13 18:48:19:683',15,260,27,204,251,248,243,4
2056,'2021/11/13 18:48:19:683',15,261,27,204,251,248,243,4
2057,'2021/11/13 18:48:19:728',15,261,27,204,251,243,243,4
2058,'2021/11/13 18:48:19:728',15,261,27,204,256,243,243,4
2059,'2021/11/13 18:48:19:728',15,261,27,201,256,243,243,4
2060,'2021/11/13 18:48:19:728',15,254,27,201,256,243,243,4
2061,'2021/11/13 18:48:19:758',15,254,27,201,256,243,239,4
2062,'2021/11/13 18:48:19:758',15,254,27,201,256,244,239,4
2063,'2021/11/13 18:48:19:758',15,254,27,201,261,244,239,4
2064,'2021/11/13 18:48:19:758',15,254,27,209,261,244,239,4
2065,'2021/11/13 18:48:19:758',15,254,21,209,261,244,239,4
2066,'2021/11/13 18:48:19:759',15,251,21,209,261,244,239,4
2067,'2021/11/13 18:48:19:788',15,251,21,209,261,244,247,4
2068,'2021/11/13 18:48:19:788',15,251,21,209,261,247,247,4
2069,'2021/11/13 18:48:19:788',15,251,21,209,255,247,247,4
2070,'2021/11/13 18:48:19:788',15,251,21,207,255,247,247,4
2071,'2021/11/13 18:48:19:788',15,251,18,207,255,247,247,4
2072,'2021/11/13 18:48:19:788',15,258,18,207,255,247,247,4
2073,'2021/11/13 18:48:19:833',15,258,18,207,258,247,247,4
2074,'2021/11/13 18:48:19:833',15,258,18,205,258,247,247,4
2075,'2021/11/13 18:48:19:833',15,258,23,205,258,247,247,4
2076,'2021/11/13 18:48:19:833',15,257,23,205,258,247,247,4
2077,'2021/11/13 18:48:19:863',15,257,23,205,258,247,250,4
2078,'2021/11/13 18:48:19:863',15,257,23,205,252,247,250,4
2079,'2021/11/13 18:48:19:863',15,257,23,207,252,247,250,4
2080,'2021/11/13 18:48:19:864',15,258,23,207,252,247,250,4
2081,'2021/11/13 18:48:19:893',15,258,23,207,252,247,249,4
2082,'2021/11/13 18:48:19:893',15,258,23,207,252,250,249,4
2083,'2021/11/13 18:48:19:893',15,258,23,207,255,250,249,4
2084,'2021/11/13 18:48:19:893',15,258,23,208,255,250,249,4
2085,'2021/11/13 18:48:19:893',15,258,21,208,255,250,249,4
2086,'2021/11/13 18:48:19:894',15,251,21,208,255,250,249,4
2087,'2021/11/13 18:48:19:938',15,251,21,208,255,250,254,4
2088,'2021/11/13 18:48:19:939',15,251,21,208,255,252,254,4
2089,'2021/11/13 18:48:19:939',15,251,21,208,256,252,254,4
2090,'2021/11/13 18:48:19:939',15,251,21,214,256,252,254,4
2091,'2021/11/13 18:48:19:939',15,258,21,214,256,252,254,4
2092,'2021/11/13 18:48:19:968',15,258,21,214,256,252,253,4
2093,'2021/11/13 18:48:19:968',15,258,21,214,256,251,253,4
2094,'2021/11/13 18:48:19:969',15,258,21,214,254,251,253,4
2095,'2021/11/13 18:48:19:969',15,258,21,210,254,251,253,4
2096,'2021/11/13 18:48:19:969',15,258,20,210,254,251,253,4
2097,'2021/11/13 18:48:19:969',15,256,20,210,254,251,253,4
2098,'2021/11/13 18:48:19:998',15,256,20,210,254,251,251,4
2099,'2021/11/13 18:48:19:999',15,256,20,210,244,251,251,4
2100,'2021/11/13 18:48:19:999',15,256,20,211,244,251,251,4
2101,'2021/11/13 18:48:19:999',15,257,20,211,244,251,251,4
2102,'2021/11/13 18:48:20:043',15,257,20,211,244,251,249,4
2103,'2021/11/13 18:48:20:044',15,257,20,211,247,251,249,4
2104,'2021/11/13 18:48:20:044',15,257,20,204,247,251,249,4
2105,'2021/11/13 18:48:20:044',15,257,22,204,247,251,249,4
2106,'2021/11/13 18:48:20:044',15,254,22,204,247,251,249,4
2107,'2021/11/13 18:48:20:073',15,254,22,204,247,251,242,4
2108,'2021/11/13 18:48:20:074',15,254,22,204,247,252,242,4
2109,'2021/11/13 18:48:20:074',15,254,22,204,249,252,242,4
2110,'2021/11/13 18:48:20:074',15,254,22,208,249,252,242,4
2111,'2021/11/13 18:48:20:074',15,254,25,208,249,252,242,4
2112,'2021/11/13 18:48:20:074',15,256,25,208,249,252,242,4
2113,'2021/11/13 18:48:20:118',15,256,25,208,249,252,244,4
2114,'2021/11/13 18:48:20:119',15,256,25,208,249,251,244,4
2115,'2021/11/13 18:48:20:119',15,256,25,208,254,251,244,4
2116,'2021/11/13 18:48:20:119',15,256,25,210,254,251,244,4
2117,'2021/11/13 18:48:20:119',15,256,29,210,254,251,244,4
2118,'2021/11/13 18:48:20:119',15,260,29,210,254,251,244,4
2119,'2021/11/13 18:48:20:148',15,260,29,210,254,251,251,4
2120,'2021/11/13 18:48:20:149',15,260,29,210,251,251,251,4
2121,'2021/11/13 18:48:20:149',15,260,29,211,251,251,251,4
2122,'2021/11/13 18:48:20:149',15,260,23,211,251,251,251,4
2123,'2021/11/13 18:48:20:178',15,260,23,211,251,251,246,4
2124,'2021/11/13 18:48:20:179',15,260,23,211,251,248,246,4
2125,'2021/11/13 18:48:20:179',15,260,23,211,255,248,246,4
2126,'2021/11/13 18:48:20:179',15,260,23,210,255,248,246,4
2127,'2021/11/13 18:48:20:179',15,257,23,210,255,248,246,4
2128,'2021/11/13 18:48:20:223',15,257,23,210,255,248,244,4
2129,'2021/11/13 18:48:20:224',15,257,23,210,255,247,244,4
2130,'2021/11/13 18:48:20:224',15,257,23,213,255,247,244,4
2131,'2021/11/13 18:48:20:224',15,257,21,213,255,247,244,4
2132,'2021/11/13 18:48:20:224',15,256,21,213,255,247,244,4
2133,'2021/11/13 18:48:20:253',15,256,21,213,255,247,246,4
2134,'2021/11/13 18:48:20:254',15,256,21,213,255,246,246,4
2135,'2021/11/13 18:48:20:254',15,256,21,207,255,246,246,4
2136,'2021/11/13 18:48:20:254',15,256,24,207,255,246,246,4
2137,'2021/11/13 18:48:20:254',15,258,24,207,255,246,246,4
2138,'2021/11/13 18:48:20:283',15,258,24,207,255,246,247,4
2139,'2021/11/13 18:48:20:284',15,258,24,207,255,247,247,4
2140,'2021/11/13 18:48:20:284',15,258,24,207,254,247,247,4
2141,'2021/11/13 18:48:20:284',15,258,24,211,254,247,247,4
2142,'2021/11/13 18:48:20:284',15,258,23,211,254,247,247,4
2143,'2021/11/13 18:48:20:284',15,257,23,211,254,247,247,4
2144,'2021/11/13 18:48:20:328',15,257,23,211,254,247,252,4
2145,'2021/11/13 18:48:20:328',15,257,23,211,254,251,252,4
2146,'2021/11/13 18:48:20:329',15,257,23,211,250,251,252,4
2147,'2021/11/13 18:48:20:329',15,257,23,212,250,251,252,4
2148,'2021/11/13 18:48:20:329',15,257,20,212,250,251,252,4
2149,'2021/11/13 18:48:20:329',15,258,20,212,250,251,252,4
2150,'2021/11/13 18:48:20:358',15,258,20,212,250,251,249,4
2151,'2021/11/13 18:48:20:358',15,258,20,212,250,249,249,4
2152,'2021/11/13 18:48:20:358',15,258,20,212,256,249,249,4
2153,'2021/11/13 18:48:20:358',15,258,21,212,256,249,249,4
2154,'2021/11/13 18:48:20:359',15,257,21,212,256,249,249,4
2155,'2021/11/13 18:48:20:388',15,257,21,212,256,249,246,4
2156,'2021/11/13 18:48:20:389',15,257,21,212,256,246,246,4
2157,'2021/11/13 18:48:20:389',15,257,21,212,251,246,246,4
2158,'2021/11/13 18:48:20:389',15,257,21,215,251,246,246,4
2159,'2021/11/13 18:48:20:389',15,257,18,215,251,246,246,4
2160,'2021/11/13 18:48:20:433',15,257,18,215,251,246,251,4
2161,'2021/11/13 18:48:20:434',15,257,18,215,251,249,251,4
